User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior engineer,embedded engineer,manufacturing,6,"maintenenance,production,servicing,electrical engineeri,investigation,embedded programmer",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,manufacturing,6,"aix,aix,visio,hacmo",0,1,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assembly.,,manufacturing,6.17,"pchardware,system administratio,ccna,networkings,vrf",0,1,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior engineer; research development specialist,senior engineer; research development specialist,manufacturing,6.17,"embedded programming,serial data,circuit implementation design,army,spice,ni multisim,proteous,mplab xc8",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assembler,technician,manufacturing,6.25,"linux general,system administratio,unix   general,networkings,windows7",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accoutn assistant,account asst.,manufacturing,6.42,"dns hosting service,computer hardware,internet and new med",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,apc,,manufacturing,6.42,,0,0,it,hardwarenetworking
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,account,,manufacturing,6.75,accountants,0,0,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager,telecom service manager,manufacturing,6.92,"epabx engineer,business excellence,ims co ordinator,avaya software admin",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant marketing manager,marketing executive,manufacturing,6.92,"telemarketing management,telemarketing,sales and telemarketing,supply chain,strategic planning,market development,sales & telemarketing",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,account officer indirect taxation,indirect taxation & export,manufacturing,7,"audits,ledger,reconciliation,centralexcise,preparation",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,system administrator,manufacturing,7,"installation of the,lan; wan; van connec,installation of wind,maintain and repair,network troubleshoot,mail server;firewall",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator eus,,manufacturing,7,"system administratio,networkings,linux general,unix   general,windows7",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asm,,manufacturing,7,sells and marketing,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant engineer,,manufacturing,7,"maintenenance,pchardware,troubleshooting",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. engineer design development electronics electrical,b.e.electronics with 7 years of experience in machine manufacturing industries in automation design,manufacturing,7,"labview,8051 assembly langua,labview programming,avr ; pic controller,plc   hmi programmin,embedded c,keil,i2c,usart,microcontrollers",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. engineer design development electronics electrical,b.e.electronics with 7 years of experience in machine manufacturing industries in automation design,manufacturing,7,"microcontrollers,labview,embedded systems,java,8051 assembly langua,labview programming,avr ; spice controller,plc   hmi programmin,embedded c,keil,i2c,usart,microcontrollerss,spice,army,servo drive",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,year exp hardware network,7 years exp in hardware and networking,manufacturing,7,"firewalls,wran,hardware verification validation testing,hardware verification validation testing,internet security,video conferencing,epabx",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,year experience computer system administrator,7 year experience in system administrator,manufacturing,7,"system administration,ccna,experience in comput,antivirus,assembling,trained",0,1,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin executive,,manufacturing,7.08,"system administratio,networkings,linux general,unix   general",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant engineeriner,assistant enggineer,manufacturing,7.08,configuration window,0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,it,hridesh cv am it,manufacturing,7.08,"system administration,xendesktop and xenserver,nearp,xendesktop,xenserver,hardware network des,xenserver and network,hardware network des,xenserver and network",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assisatant system administrator,asst system administrator,manufacturing,7.17,"backup recovery,server administration,systems engineering,application server,hardware and network,ccna routing and swi",1,1,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,pcb design engineer,pcb design engineer,manufacturing,7.17,"typesetting,electronics engineering,library generate,pcb design engineer",1,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager,assistant manager:  it system,manufacturing,7.25,media planning,0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts executive,accounts excecutive,manufacturing,7.33,"tally 7.2,reconciliation,payroll,balancing,accounts payable,accounts receivable",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,air conditioner technicien,,manufacturing,7.42,"automotive,customer relations,customer service,hindi telugu english",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,buyer specialist,team leader,manufacturing,7.42,"supply chain,buyer behavior,order management & tracking,procurement",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,it system administrator engineer,dns; dhcp + wds server;active directory;raid 0; 1& 5 configuration on dell; ibm & blade servers;syma,manufacturing,7.5,"tcp ip,wireless networking,assembling,windows 2012 dhcp +,wimdows 2008 wds,windows 2012 + r2",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,manufacturing,7.67,ms office;  word; ex,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager,sap fico consultant,manufacturing,7.75,"sap fico consultant,media planning",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,senior engineer,,manufacturing,7.75,"networkings,system administratio,linux general,unix   general",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager proposals,bid and strategic marketing professional with multi industry background,manufacturing,8,"typesetting,customer proposals,secondary reserach,proposals,bids,research",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager system infrastructure,server infrastructure & data center manager,manufacturing,8,"systems &,server management,systeem infrastructu,storage infra planni,data center planning,server infrastructur,data center",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bss engineer,,manufacturing,8,"3g,acid,alpha,jboss,bts,networkings,pchardware,system administratio,ccna,vrf",0,1,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,year exp hardware network,7 years exp in hardware and networking,manufacturing,8,"firewalls,wran,hardware verification validation testing,internet security,video conferencing,epabx",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts assistant,account assistant,manufacturing,8.17,"record keeping,accountancy and economics,it + tall erp 9",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,manufacturing,8.17,"networkings,system administratio,linux general,unix   general",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager it,assistant manager   it,manufacturing,8.17,"windows xp,technical support,troubleshooting,inventory management,lotus notes,desktop support,windows 7",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant admin,,manufacturing,8.75,"linux general,system administratio,networkings,unix   general,windows7",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,manufacturing,9,"automated,english,hindi,microsoft excel,microsoft office,networkings,system administratio,linux general,unix   general,windows7",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,branch manager,9 years exp. in it hardware,manufacturing,9,"sales,channel sales manage,diploma",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,business development manager,marketing,manufacturing,9,marketting,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,area service manager,area service manager,manufacturing,9.17,ms office,0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant,,manufacturing,9.67,"translation,financial accounting,generators,financial and management accounting,pc hardware,ccna,mcsa,redhate linux",1,1,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,channel promotion executive,hr recruiter,manufacturing,9.75,"customer support,lead generation,collection,vendor management,hr recruiter,hr recruitment",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,area manager,,manufacturing,9.92,"semiconductor manufacturing,spc  statistical process control,linux general,system administratio,networkings,unix   general",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,system analyst,system analyst,manufacturing,9.92,"it service management,network design and a,network monitoring &,systems &amp;; serve",0,1,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin  and office operational job,seeking job,manufacturing,10,"tally9,excellent,worked,power point",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant officer,,manufacturing,10,8 32 bit microproces,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate engineer,manufacturing test engineer   hardware engineer,manufacturing,10,"testing phases,hardware designing,project management,hardware debugging,team handling",0,0,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager it,asst manager  it,manufacturing,10.2,"it infrastructure,softeware,linux   general,sql   pl sql,changeman,active directory,network administration,system administration,technical support,windows7,mcse,ccna,ms outlook,windows7 2003,winfiol,sap b one,sap business one 9.1",0,1,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,computer hardware and network engineer.,manufacturing,11,"computer engineering,windows 2000 server,computer hardware an,dos; win95; win98; w,installation of cabl,microsoft outlook 97,computer hardware an,dos; win95; win98; w,microsoft office sui,windows 20011 server,windows 2008 server,installation of cabl,windows 2003 server,laptop servicing,installation and con",1,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,computer hardware and network engineer.,manufacturing,11,"computer engineering,windows 2000 server,computer hardware an,dos; win95; win98; w,installation of cabl,microsoft outlook 97,computer hardware an,microsoft office sui,windows 20011 server,windows 2008 server,installation of cabl,windows 2003 server,laptop servicing,installation and con",1,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,adminstrative work,computer hardware & network engineer,manufacturing,11,"computer software applications,network monitoring &,specialty,network performance management,computer maintenance repair,network administration,network &amp; hardwa",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager,asst. manager  bcs hardware ,manufacturing,11,"ethernet,hardware verification validation testing,hardware pc   barcod,antivirus,mcafee",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager accountin,manager accounts & finance,manufacturing,11,"translation,cost accounting,tally.erp9,compu tds &amp; tax,sap bi  elcot projec,manager accounts & f,annual report,assessment with reve,budget; mis; cash fl,billing process in s,translation; accounts &",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software hardware testing engineer,embedded engineer,manufacturing,12,c; c++,0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. firmware engineer,embedded software firmware professional,manufacturing,12.3,"rtos,embedded systems,firmware,modbus,embedded c,place,industrial communica",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application post it head,an application for the post of system administrator,manufacturing,12.5,"firewalls,programming,hardware eng.,system administrator,vpns,antivirus",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asm handling channel sales it peripherals,13 years of successful national sales & marketing experience; including executive level accountabili,manufacturing,13,team management,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant marketing manager,,manufacturing,13,assistant marketing,0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,it,am it,manufacturing,13,"resolution,linux   general,active directory,ccna,windows 2003",0,1,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,administration hr manager,sr.manager admin and facility managment,manufacturing,13.3,"admin  hr,vender managment,office managment",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager,defense graduate with 13 years experience in it infrastructure administration,manufacturing,13.3,"system administration,acer hardware,active directory,anti virus,army,asset management",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager edp,assistant manager   edp,manufacturing,13.3,"hardware and networking,wran,computer maintenance repair,tcp ip,all types of printer,epabx maintenance pr,antivirus",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,aerospace control systems,,manufacturing,14,"networkings,pchardware,ccna",0,1,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,agm it,it manager with more than 12 years of quality experience in it infrastructure,manufacturing,14,"it service management,wran,isup,sonicwall,network support",0,0,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager tool room.,resume for manager tool room,manufacturing,14,"new product developm,development of new p",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,commercial; it,commercial and it,manufacturing,14,"faultmanagement,inventory and material faultmanagement,it ; liaison with ve",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,manufacturing,14.8,"ms office,ms project,ms outlook,ms office sharepoint server  moss,ms  dos",0,0,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager tool room,assistant manager tool room.,manufacturing,14.8,tool room,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,apm lead,itil with 15+ years it experience in it management and applications management,manufacturing,15,"firmware,infrastructure management,erp and crm,project management,itil,primavera,symantech backup too,ms sql &amp; oracle,linux &amp; aix",0,1,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asst manager.ibms systems bms;cctv;acs;fire alarm;data voice etc,manager,manufacturing,15,"pmc,construction,mep,value engineering,mep,project coordination,reflection",1,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,business development manager,technical marketing sales business development,manufacturing,15,"sales,telemarketing,embedded electronics,market analysis,solution product dev,components product",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantmanager purchase scm,experienced,manufacturing,15.7,"material procurement,sourcing &amp; procu",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantmanager purchase scm,experienced,manufacturing,15.7,sourcing &amp; procu,0,0,manufacturing,manufacturing
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager tool room,assistant manager tool room.,manufacturing,15.8,tool room,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,commercial; it,commercial and it,manufacturing,16,"faultmanagement,inventory and material faultmanagement,it ; liaison with ve",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,agm head it,working as agm head it and worked as vp head it infra; network; security; audit; compliance,manufacturing,16.3,it head,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant edp manager,mba it with 16 year exp,manufacturing,16.3,"sql server   dba,axapta,axapta 2009",1,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asst manager.ibms systems bms;cctv;acs;fire alarm;data voice etc,manager,manufacturing,17,"construction,value engineering,project coordination,reflection",1,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant edp manager,mba it with 18 year exp,manufacturing,18.3,"sql server   dba,microsoft dynamics,micro soft dynamice",1,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,agm it,it manager with 8 years of working experience in birla group of companies,manufacturing,18.4,"system design,active directory configuration,dhcp server,firewalls,it service management,wlan,network monitoring &,specialty,network performance management,network pwlanning,network specialty,computers,systems &,server management,systems &,server management,softeware,operating systems,active directory,internet specialty,network administration,system administration,switching,network design and administration,network design and administration,acl,voip,dns,windows7,mcse,cloud computing,trend micro,server architecture,information specialty,it infrastructure ma,server administratio,computer hardware,system architecture,proxy,enterprise it strate,oracle applications,specialty awareness,asset management,windows7 server,team leadership,team building,team management,bandwidth optimizati,windows7 server 2003,enterprise network d,red hat linux,firewallss",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,assitant manager embedded,electronics engineer r&d,manufacturing,18.5,"microelectronics,vc++,c,c++",0,1,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,manufacturing,20,"engineers;,service report;,travel monitor",1,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,agm edp,sr manager  gm   it,manufacturing,20.3,"it service management,network operation control,wran,oracle   dba,mpls,sap mm,iso 27001,vpns",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,chip lebel,chip lebel,manufacturing,20.3,"autom,repiaring,201",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automation engineer scada  and plc,diploma & bsc it  with 22+ years of automation scada & plc experience,manufacturing,23,"systems engineering,system design,system integration,systems &,server management,systems database administration,system administration,project management,commisssioning,scada &amp; plc,networkings",1,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,a.g.m. i.t. infrastructure,,manufacturing,25,"softeware,ui design,infrastructure manag",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accounts officer,,manufacturing,25.1,"account handling,cashiering;encoding;",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,c language teacher,,manufacturing,0,"linux   general,core java,c,c++,map reduce; hive; hb",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,design engineer,ramyashree g r,manufacturing,0,"c,c++,assembly language,cadence[ vlsi layout,target [ schematic s,vhdl verilog  and",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,ece,b.tech ece final tear,manufacturing,0,"a good man;panctual;,vlsi ; html; css;",1,1,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,job related electronics communication,,manufacturing,0,"mysql,core java",0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,student,,manufacturing,0,"microsoft office,project faultmanagement,faultmanagement,leadership,program faultmanagement,programming,robotics",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant  and computer operator,,manufacturing,4.0,"data entry,accounting concepts,account handling,hardware & networkin,hardwere & networkin",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant  and computer operator,,manufacturing,4.0,"data entry,accounting concepts,account handling,hardware & networkin,hardwere & networkin,hardwere & net worki",0,0,manufacturing,manufacturing
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts executive,,manufacturing,4.0,,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accounts executive,,manufacturing,4.0,haredware service,0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant production manager,,manufacturing,4.0,,0,0,it,hardwarenetworking
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cce,12th with diploma & 2+ year of computer maintenance repair;;customer service  voice ,manufacturing,2,"computer engineering,computer maintenance repair,customer service  voice,customer service  voice",1,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,diploma electronics engineer,technician,manufacturing,2.0,6months,0,0,manufacturing,manufacturing
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,gizmo support officer.,,manufacturing,2.0,"system administratio,networkings,linux general,unix   general",0,0,manufacturing,manufacturing
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cashier computer faculty,cashier,matrimony,1,"computer faculty,cashier in swagath h,computer assistant i",0,0,matrimony,matrimony
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,hardware network engineer,,matrimony,2.08,"natsm,nat",0,0,matrimony,matrimony
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cinema projectionist,electrican cinemaprojectionist it work,matrimony,4,"electricians,o,cinema projectionist,electrican,cinema projectionist",0,0,matrimony,matrimony
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcasting engineer,,media   dotcom   entertainment,0.08,"microcontrollers,matlab,basic digital electr",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bpo,,media   dotcom   entertainment,0.92,"ms office.,o.s;;html;,windows 2000;xp,v.b;v.b.net",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering, and fm transmitters satellite broadcasting,,media   dotcom   entertainment,1,"telecomm network desi,networkings,telecomm,vrf,java",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,chief security officer,desktop support engineer,media   dotcom   entertainment,1,"pchardware,pchardware networking,pchardware networking",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer trainee,broadcast engineer trainee,media   dotcom   entertainment,1.08,"c,automated,ms visio",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer,media   dotcom   entertainment,1.25,good communication,0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,channel supervisor,e&c engineer,media   dotcom   entertainment,1.25,"network administration,communication analyzer,ccna persuing",0,1,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,,media   dotcom   entertainment,1.42,broadcast engineer,0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asst pcr engineer,executive pcr engineer,media   dotcom   entertainment,1.5,"electrinics &amp; co,work as asst prof,technical department",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer trainee,media   dotcom   entertainment,1.5,"c,automated,ms visio",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant broadcast engineer,b.tech in ece with 1.7 years experience as an asst. broadcast engineer in media & entertainment indu,media   dotcom   entertainment,1.58,"microprocessors,c,sql server   dba,sql server,c,data strucure,digital electronics,rf communications",1,0,media,dotcomentertainment
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,technical coordinator,electrical engineer with 1 year 8months experience,media   dotcom   entertainment,1.67,"transformers,reparing,power supplies,microsoft office,microsoft works",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant electronic engineer asst system admin,asst electronic engineer asst system admin ,media   dotcom   entertainment,1.75,"dhcp,firewalls,wran,red hat linux [rhel,nfs; nis; samba; ftp,dns; dhcp; smtp; nis,fdisk and trained confi,windows 2008 server,trained",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,act television,resume,media   dotcom   entertainment,1.83,computer hardware,0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix admin,aix admin,media   dotcom   entertainment,1.83,"tcp ip; nfs;crontab;,aix admin",0,1,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,apprentice trainee,bsc and diploma holder in electronics with 1 year experience in malayala manorama,media   dotcom   entertainment,1.92,"vrf,hardware and network,satellite communicat,vpns,offic,cisco",1,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,media   dotcom   entertainment,2,"networkings,system administratio,investigation,maintaining servers",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant engineer,,media   dotcom   entertainment,2,maintenance of modul,0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer,media   dotcom   entertainment,2,"embedded systems,vrf,ccna,dth broadcast system,broadcast operations,a v compression,cisco,networkings",0,1,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,transmission engineer over 2 year,media   dotcom   entertainment,2,"studio,debugging,broadcasting",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,administrator,media   dotcom   entertainment,2.17,"windows7,wordpress cms,adobe photoshop,adobe premiere,computer skills,basic python,system administratio",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asistant headend engineer,having 2 years of experience in digital cable tv ;analog cable tv,media   dotcom   entertainment,2.17,"c,ms office,cctv; ip cctv; ; bui,digital cable tv,dvb,cable tv industry,broadcasting,networkings,mpeg 2;",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration manager,,media   dotcom   entertainment,2.5,"system administratio,networkings,linux general,unix   general,windows7",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,compression  and cas engineer,broadcast engineer,media   dotcom   entertainment,2.58,"class,video compression,embedded systems,vrf,ccna,dth broadclasst system,broadclasst operations,a v compression,cisco,networkings,ott & iptv,satellite communicat,routing & switching",0,1,media,dotcomentertainment
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,compression engineer,compression engineer,media   dotcom   entertainment,2.67,"java,typesetting,virtualization,java script",0,0,media,dotcomentertainment
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,compression engineer,compression engineer,media   dotcom   entertainment,2.67,"typesetting,virtualization,set top box typesetting;,set top box typesetting;",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin officer,,media   dotcom   entertainment,2.83,"administrative,analytical,maintain confidentia",0,0,media,dotcomentertainment
